bigram,frequency,bigrams
"('como', 'wonderful')",1,como wonderful
"('first', 'moment')",1,first moment
"('i', 'reserved')",1,i reserved
"('reserved', 'the')",1,reserved the
"('hotel', 'willing')",1,hotel willing
"('help', 'for')",1,help for
"('any', 'inquiry')",1,any inquiry
"('management', 'room')",1,management room
"('staff', 'management')",1,staff management
"('doorman', 'to')",1,doorman to
"('eager', 'to')",1,eager to
"('cactuses', 'colection')",1,cactuses colection
"('colection', 'arround')",1,colection arround
"('arround', 'the')",1,arround the
"('bar', 'pool')",1,bar pool
"('area', 'view')",1,area view
"('morning', 'from')",1,morning from
"('but', 'best')",1,but best
"('all', 'amazing')",1,all amazing
"('amazing', 'staff')",1,amazing staff
"('staff', 'eager')",1,staff eager
"('feel', 'welcomed')",1,feel welcomed
"('from', 'doorman')",1,from doorman
"('welcomed', 'and')",1,welcomed and
"('and', 'ready')",1,and ready
"('ready', 'to')",1,ready to
"('to', 'explain')",1,to explain
"('explain', 'all')",1,explain all
"('know', 'about')",1,know about
"('place', 'city')",1,place city
"('city', 'culture')",1,city culture
"('culture', 'cuisine')",1,culture cuisine
"('cuisine', 'from')",1,cuisine from
"('can', 'still')",1,can still
"('centre', 'but')",1,centre but
"('off', 'centre')",1,off centre
"('little', 'off')",1,little off
"('luxury', 'boutique')",1,luxury boutique
"('city', 's')",1,city s
"('s', 'sights')",1,s sights
"('sights', 'the')",1,sights the
"('and', 'inviting')",1,and inviting
"('inviting', 'with')",1,inviting with
"('with', 'japanese')",1,with japanese
"('japanese', 'inspired')",1,japanese inspired
"('inspired', 'design')",1,inspired design
"('elements', 'and')",1,elements and
"('rooftop', 'dining')",1,rooftop dining
"('dining', 'and')",1,dining and
"('or', 'enjoy')",1,or enjoy
"('spa', 'or')",1,spa or
"('or', 'gym')",1,or gym
"('nice', 'offering')",1,nice offering
"('offering', 'views')",1,offering views
"('with', 'coffee')",1,with coffee
"('coffee', 'and')",1,coffee and
"('eggs', 'made')",1,eggs made
"('made', 'to')",1,made to
"('order', 'we')",1,order we
"('was', 'roomy')",1,was roomy
"('this', 'luxury')",1,this luxury
"('capri', 'this')",1,capri this
"('harbor', 'area')",1,harbor area
"('wait', 'for')",1,wait for
"('in', 'reception')",1,in reception
"('reception', 'the')",1,reception the
"('lovely', 'flavoured')",1,lovely flavoured
"('flavoured', 'water')",1,flavoured water
"('small', 'cakes')",1,small cakes
"('cakes', 'available')",1,cakes available
"('available', 'all')",1,available all
"('time', 'bars')",1,time bars
"('bars', 'great')",1,bars great
"('great', 'can')",1,great can
"('a', '3rd')",1,a 3rd
"('located', 'across')",1,located across
"('3rd', 'visit')",1,3rd visit
"('visit', 'but')",1,visit but
"('the', 'quriky')",1,the quriky
"('quriky', 'bits')",1,quriky bits
"('art', 'are')",1,art are
"('best', 'like')",1,best like
"('like', 'staying')",1,like staying
"('a', 'gallery')",1,a gallery
"('gallery', 'everything')",1,gallery everything
"('amazing', 'located')",1,amazing located
"('roomy', 'and')",1,roomy and
"('and', 'walk')",1,and walk
"('bathroom', 'design')",1,bathroom design
"('unique', 'is')",1,unique is
"('everyone', 'wants')",1,everyone wants
"('fun', 'room')",1,fun room
"('but', 'frankly')",1,but frankly
"('frankly', 'noisy')",1,frankly noisy
"('noisy', 'freaks')",1,noisy freaks
"('freaks', 'and')",1,freaks and
"('and', 'cracks')",1,and cracks
"('cracks', 'and')",1,cracks and
"('lighting', 'while')",1,lighting while
"('while', 'unique')",1,while unique
"('is', 'difficult')",1,is difficult
"('up', 'a')",1,up a
"('to', 'control')",1,to control
"('control', 'and')",1,control and
"('and', 'turns')",1,and turns
"('off', 'automatically')",1,off automatically
"('automatically', 'too')",1,automatically too
"('too', 'soon')",1,too soon
"('the', 'timing')",1,the timing
"('timing', 'needs')",1,timing needs
"('adjusted', 'location')",1,adjusted location
"('location', 'a')",1,location a
"('bit', 'everyone')",1,bit everyone
"('lighten', 'up')",1,lighten up
"('bit', 'queer')",1,bit queer
"('to', 'learn')",1,to learn
"('queer', 'in')",1,queer in
"('must', 'walk')",1,must walk
"('to', 'access')",1,to access
"('access', 'the')",1,access the
"('shower', 'all')",1,shower all
"('the', 'exceptional')",1,the exceptional
"('exceptional', 'staff')",1,exceptional staff
"('are', 'your')",1,are your
"('your', 'staff')",1,your staff
"('staff', 'needs')",1,staff needs
"('learn', 'from')",1,learn from
"('and', 'lighten')",1,and lighten
"('other', 'five')",1,other five
"('hotels', 'about')",1,hotels about
"('being', 'accommodating')",1,being accommodating
"('to', 'guests')",1,to guests
"('guests', 'no')",1,guests no
"('no', 'is')",1,no is
"('is', 'never')",1,is never
"('never', 'the')",1,never the
"('right', 'answer')",1,right answer
"('answer', 'and')",1,answer and
"('service', 'amazing')",1,service amazing
"('quality', 'superb')",1,quality superb
"('time', 'laying')",1,time laying
"('standard', 'offering')",1,standard offering
"('street', 'it')",1,street it
"('to', 'wonderful')",1,to wonderful
"('wonderful', 'restaurants')",1,wonderful restaurants
"('and', 'local')",1,and local
"('local', 'shopping')",1,local shopping
"('shopping', 'right')",1,shopping right
"('water', 'which')",1,water which
"('m', 'is')",1,m is
"('great', 'would')",1,great would
"('again', 'enjoyed')",1,again enjoyed
"('the', 'proximity')",1,the proximity
"('capri', 'within')",1,capri within
"('of', 'port')",1,of port
"('had', 'beautiful')",1,had beautiful
"('decor', 'wish')",1,decor wish
"('have', 'eaten')",1,have eaten
"('eaten', 'in')",1,eaten in
"('floor', 'wonderful')",1,floor wonderful
"('wonderful', 'breakfast')",1,wonderful breakfast
"('terrific', 'fronm')",1,terrific fronm
"('fronm', 'the')",1,fronm the
"('pool', 'a')",1,pool a
"('class', 'hotel')",1,class hotel
"('although', 'it')",1,although it
"('accommodating', 'although')",1,accommodating although
"('and', 'accommodating')",1,and accommodating
"('vesuviusa', 'few')",1,vesuviusa few
"('wine', 'list')",1,wine list
"('list', 'that')",1,list that
"('is', 'beyond')",1,is beyond
"('beyond', 'belief')",1,beyond belief
"('belief', 'while')",1,belief while
"('you', 'dine')",1,you dine
"('dine', 'you')",1,dine you
"('you', 'view')",1,you view
"('view', 'vt')",1,view vt
"('vt', 'vesuviusa')",1,vt vesuviusa
"('few', 'blocks')",1,few blocks
"('so', 'helpful')",1,so helpful
"('blocks', 'away')",1,blocks away
"('away', 'is')",1,away is
"('is', 'gran')",1,is gran
"('gran', 'gusto')",1,gran gusto
"('gusto', '2nd')",1,gusto 2nd
"('2nd', 'floor')",1,2nd floor
"('floor', 'wine')",1,floor wine
"('wine', 'shop')",1,wine shop
"('shop', 'is')",1,shop is
"('italy', 'we')",1,italy we
"('and', 'and')",1,and and
"('offering', 'great')",1,offering great
"('leaving', 'in')",1,leaving in
"('great', 'amenities')",1,great amenities
"('terrace', 'restaurant')",1,terrace restaurant
"('delicious', 'although')",1,delicious although
"('a', 'water')",1,a water
"('water', 'view')",1,water view
"('still', 'large')",1,still large
"('spacious', 'i')",1,spacious i
"('hotel', 'truly')",1,hotel truly
"('truly', 'lives')",1,truly lives
"('the', 'expectation')",1,the expectation
"('expectation', 'of')",1,expectation of
"('of', 'being')",1,of being
"('being', 'fleeced')",1,being fleeced
"('fleeced', 'in')",1,fleeced in
"('arrived', 'on')",1,arrived on
"('a', 'late')",1,a late
"('late', 'night')",1,late night
"('night', 'flight')",1,night flight
"('flight', 'into')",1,flight into
"('into', 'naples')",1,into naples
"('the', 'intention')",1,the intention
"('intention', 'of')",1,intention of
"('of', 'staying')",1,of staying
"('staying', 'the')",1,staying the
"('the', 'terrace')",1,the terrace
"('the', 'dinner')",1,the dinner
"('day', 'for')",1,day for
"('compared', 'to')",1,compared to
"('amenities', 'the')",1,amenities the
"('helpful', 'my')",1,helpful my
"('great', 'visit')",1,great visit
"('and', 'secure')",1,and secure
"('secure', 'in')",1,secure in
"('beautiful', 'modern')",1,beautiful modern
"('gorgeous', 'naples')",1,gorgeous naples
"('a', 'but')",1,a but
"('but', 'run')",1,but run
"('down', 'compared')",1,down compared
"('some', 'other')",1,some other
"('euros', 'a')",1,euros a
"('cities', 'in')",1,cities in
"('italy', 'but')",1,italy but
"('beautiful', 'luxury')",1,beautiful luxury
"('was', 'polite')",1,was polite
"('enjoy', 'however')",1,enjoy however
"('however', 'i')",1,however i
"('know', 'if')",1,know if
"('would', 'pay')",1,would pay
"('pay', '90')",1,pay 90
"('90', 'euros')",1,90 euros
"('a', 'wine')",1,a wine
"('10th', 'and')",1,10th and
"('floora', 'michelin')",1,floora michelin
"('9th', 'floora')",1,9th floora
"('a', 'gift')",1,a gift
"('gift', 'of')",1,gift of
"('helpful', 'then')",1,helpful then
"('food', 'first')",1,food first
"('first', 'breakfast')",1,first breakfast
"('breakfast', 'this')",1,breakfast this
"('rate', 'and')",1,rate and
"('in', 'while')",1,in while
"('are', 'stunning')",1,are stunning
"('very', 'average')",1,very average
"('average', '5')",1,average 5
"('hotels', 'are')",1,hotels are
"('are', 'supposed')",1,are supposed
"('have', '24')",1,have 24
"('24', 'your')",1,24 your
"('when', 'calling')",1,when calling
"('calling', 'for')",1,calling for
"('for', 'room')",1,for room
"('at', '12')",1,at 12
"('12', '30')",1,12 30
"('30', 'they')",1,30 they
"('they', 'hung')",1,they hung
"('hung', 'up')",1,hung up
"('evening', 'as')",1,evening as
"('every', 'evening')",1,every evening
"('water', 'every')",1,water every
"('no', 'street')",1,no street
"('s', 'offer')",1,s offer
"('offer', 'of')",1,offer of
"('nights', 'for')",1,nights for
"('four', 'and')",1,four and
"('felt', 'it')",1,felt it
"('was', 'well')",1,was well
"('money', 'we')",1,money we
"('chose', 'a')",1,chose a
"('the', 'charterhouse')",1,the charterhouse
"('charterhouse', 'and')",1,charterhouse and
"('street', 'noise')",1,street noise
"('free', 'water')",1,free water
"('noise', 'and')",1,noise and
"('no', 'noise')",1,no noise
"('noise', 'from')",1,noise from
"('beds', 'comfortable')",1,beds comfortable
"('shower', 'good')",1,shower good
"('hotel', 'offers')",1,hotel offers
"('towels', 'twice')",1,towels twice
"('twice', 'a')",1,twice a
"('and', 'dispenses')",1,and dispenses
"('dispenses', 'free')",1,dispenses free
"('us', 'twice')",1,us twice
"('twice', 'and')",1,twice and
"('then', 'the')",1,then the
"('some', 'exercising')",1,some exercising
"('it', 'includes')",1,it includes
"('includes', 'a')",1,includes a
"('huge', 'tub')",1,huge tub
"('tub', 'blue')",1,tub blue
"('light', 'room')",1,light room
"('room', 'shower')",1,room shower
"('shower', 'pulley')",1,shower pulley
"('pulley', 'system')",1,pulley system
"('system', 'for')",1,system for
"('for', 'some')",1,for some
"('exercising', 'and')",1,exercising and
"('is', 'larger')",1,is larger
"('large', 'yoga')",1,large yoga
"('yoga', 'ball')",1,yoga ball
"('ball', 'the')",1,ball the
"('is', 'fluent')",1,is fluent
"('fluent', 'in')",1,fluent in
"('english', 'bars')",1,english bars
"('bars', 'on')",1,bars on
"('the', '1st')",1,the 1st
"('1st', 'and')",1,1st and
"('and', '9th')",1,and 9th
"('bedroom', 'it')",1,bedroom it
"('bathroom', 'spa')",1,bathroom spa
"('third', 'time')",1,third time
"('a', 'pomegranate')",1,a pomegranate
"('time', 'explained')",1,time explained
"('explained', 'they')",1,explained they
"('were', 'out')",1,were out
"('was', 'available')",1,was available
"('available', 'many')",1,available many
"('had', 'trouble')",1,had trouble
"('trouble', 'communicating')",1,trouble communicating
"('english', 'they')",1,english they
"('also', 'served')",1,also served
"('served', 'me')",1,served me
"('pomegranate', 'smoothie')",1,pomegranate smoothie
"('truly', 'amazing')",1,truly amazing
"('smoothie', 'from')",1,smoothie from
"('a', 'carton')",1,a carton
"('carton', 'i')",1,carton i
"('i', 'expect')",1,i expect
"('expect', 'a')",1,expect a
"('a', 'fresh')",1,a fresh
"('fresh', 'smoothie')",1,fresh smoothie
"('smoothie', 'but')",1,smoothie but
"('i', 'must')",1,i must
"('must', 'say')",1,must say
"('and', 'leaving')",1,and leaving
"('coast', 'the')",1,coast the
"('cheap', 'option')",1,cheap option
"('the', 'various')",1,the various
"('mostly', 'historically')",1,mostly historically
"('historically', 'based')",1,historically based
"('based', 'our')",1,based our
"('wonderful', 'snap')",1,wonderful snap
"('snap', 'back')",1,snap back
"('modern', 'world')",1,modern world
"('world', 'before')",1,world before
"('the', 'us')",1,the us
"('spa', 'are')",1,spa are
"('are', 'wonderful')",1,are wonderful
"('wonderful', 'amenities')",1,wonderful amenities
"('we', 'unfortunately')",1,we unfortunately
"('unfortunately', 'did')",1,unfortunately did
"('complimentary', 'breakfast')",1,complimentary breakfast
"('breakfast', 'as')",1,breakfast as
"('as', 'our')",1,as our
"('too', 'early')",1,too early
"('early', 'my')",1,early my
"('days', 'during')",1,days during
"('our', 'european')",1,our european
"('european', 'holiday')",1,european holiday
"('holiday', 'the')",1,holiday the
"('was', 'quirky')",1,was quirky
"('was', 'mostly')",1,was mostly
"('trip', 'was')",1,trip was
"('while', 'our')",1,while our
"('and', 'provide')",1,and provide
"('snags', 'on')",1,snags on
"('curtains', 'and')",1,curtains and
"('and', 'housekeeping')",1,and housekeeping
"('housekeeping', 'had')",1,housekeeping had
"('be', 'called')",1,be called
"('called', 'one')",1,called one
"('day', 'to')",1,day to
"('to', 'change')",1,to change
"('change', 'our')",1,change our
"('our', 'towels')",1,our towels
"('provide', 'turn')",1,provide turn
"('pace', 'while')",1,pace while
"('service', 'took')",1,service took
"('took', '40')",1,took 40
"('40', 'minutes')",1,40 minutes
"('car', 'from')",1,car from
"('from', 'parking')",1,from parking
"('parking', 'the')",1,parking the
"('was', 'overpriced')",1,was overpriced
"('food', 'wasn')",1,food wasn
"('t', 'beautiful')",1,t beautiful
"('quick', 'change')",1,quick change
"('quirky', 'pleasant')",1,quirky pleasant
"('various', 'chic')",1,various chic
"('the', 'king')",1,the king
"('chic', 'statues')",1,chic statues
"('mins', 'or')",1,mins or
"('or', 'so')",1,or so
"('so', 'to')",1,so to
"('the', 'action')",1,the action
"('action', 'of')",1,action of
"('again', 'but')",1,again but
"('not', 'keen')",1,not keen
"('keen', 'on')",1,keen on
"('on', 'naples')",1,on naples
"('sorrento', 'next')",1,sorrento next
"('time', 'stayed')",1,time stayed
"('stayed', '2')",1,stayed 2
"('before', 'going')",1,before going
"('to', 'procida')",1,to procida
"('procida', 'from')",1,procida from
"('arrived', 'it')",1,arrived it
"('like', 'living')",1,like living
"('living', 'a')",1,living a
"('dream', 'staff')",1,dream staff
"('been', 'anymore')",1,been anymore
"('anymore', 'wonderful')",1,anymore wonderful
"('wonderful', 'spent')",1,wonderful spent
"('spent', 'time')",1,spent time
"('walk', '15')",1,walk 15
"('around', 'had')",1,around had
"('much', 'around')",1,much around
"('shower', 'we')",1,shower we
"('statues', 'etc')",1,statues etc
"('were', 'pleasant')",1,were pleasant
"('attentive', 'check')",1,attentive check
"('was', 'smooth')",1,was smooth
"('staff', 'accompanied')",1,staff accompanied
"('accompanied', 'us')",1,accompanied us
"('and', 'explained')",1,and explained
"('explained', 'everything')",1,explained everything
"('everything', 'including')",1,everything including
"('including', 'how')",1,including how
"('suite', 'that')",1,suite that
"('nothing', 'much')",1,nothing much
"('spacious', 'comfortable')",1,spacious comfortable
"('equipped', 'the')",1,equipped the
"('top', 'level')",1,top level
"('level', 'was')",1,level was
"('great', 'outlook')",1,great outlook
"('outlook', 'staff')",1,outlook staff
"('staff', 'efficient')",1,staff efficient
"('pleasant', 'happy')",1,pleasant happy
"('main', 'drag')",1,main drag
"('drag', 'and')",1,drag and
"('furnishings', 'snags')",1,furnishings snags
"('the', 'furnishings')",1,the furnishings
"('chips', 'on')",1,chips on
"('edges', 'chips')",1,edges chips
"('other', 'option')",1,other option
"('but', 'to')",1,but to
"('the', 'difference')",1,the difference
"('difference', 'which')",1,difference which
"('which', 'turned')",1,which turned
"('be', '460')",1,be 460
"('460', 'euros')",1,460 euros
"('euros', 'in')",1,euros in
"('in', 'addition')",1,in addition
"('the', 'nearly')",1,the nearly
"('nearly', '400')",1,nearly 400
"('400', 'euros')",1,400 euros
"('euros', 'already')",1,euros already
"('already', 'paid')",1,already paid
